Cancer Type,Pathway,F-statistic,p-value,Higher in
Neuroblastoma,Downregulation Of ERBB2 Signaling R-HSA-8863795,5.499990585522763,0.029444213147728073,Neuroblastoma
Neuroblastoma,TP53 Regulates Transcription Of Genes Involved In Cytochrome C Release R-HSA-6803204,6.77357573153134,0.017030540899669374,Neuroblastoma
Neuroblastoma,Meiotic Recombination R-HSA-912446,4.573467103777359,0.04499533732720067,Other Types
Neuroblastoma,Viral mRNA Translation R-HSA-192823,6.426044824431873,0.019702580920069337,Other Types
Neuroblastoma,SARS-CoV-2 Modulates Autophagy R-HSA-9754560,5.112111377612829,0.03506183069281632,Other Types
Osteosarcoma,tRNA Aminoacylation R-HSA-379724,4.840071015934101,0.03689253305582271,Osteosarcoma
Osteosarcoma,Membrane Trafficking R-HSA-199991,4.326858641477519,0.04751271542025151,Other Types
Osteosarcoma,Mitochondrial tRNA Aminoacylation R-HSA-379726,4.352273504864956,0.04691276172744443,Osteosarcoma
Osteosarcoma,G1/S DNA Damage Checkpoints R-HSA-69615,6.422616190018838,0.017630668351801066,Other Types
Osteosarcoma,p53-Dependent G1 DNA Damage Response R-HSA-69563,7.42686626066789,0.011341081797905132,Other Types
Osteosarcoma,Golgi-to-ER Retrograde Transport R-HSA-8856688,4.734522416353308,0.03883938693621768,Other Types
Osteosarcoma,Intra-Golgi And Retrograde Golgi-to-ER Traffic R-HSA-6811442,4.823570880829575,0.03718957667016571,Other Types
Osteosarcoma,Asparagine N-linked Glycosylation R-HSA-446203,7.676589276383522,0.01019178824993275,Other Types
Osteosarcoma,Cytoprotection By HMOX1 R-HSA-9707564,8.078728023762315,0.008599929881991788,Osteosarcoma
Osteosarcoma,Transcriptional Activation Of Mitochondrial Biogenesis R-HSA-2151201,4.580857251784134,0.041881864846020626,Osteosarcoma
Osteosarcoma,TP53 Regulates Metabolic Genes R-HSA-5628897,5.576873494737916,0.025971746974812256,Osteosarcoma
Osteosarcoma,Mitotic G2-G2/M Phases R-HSA-453274,6.391992105368075,0.017874969882079,Other Types
Osteosarcoma,Metabolism Of Nucleotides R-HSA-15869,6.973920779964861,0.013805600429772483,Osteosarcoma
Osteosarcoma,Signaling By Non-Receptor Tyrosine Kinases R-HSA-9006927,5.73768283937863,0.024098360801355675,Other Types
Osteosarcoma,Cyclin A:Cdk2-associated Events At S Phase Entry R-HSA-69656,7.375740456400138,0.011593468736667884,Other Types
Osteosarcoma,G1/S Transition R-HSA-69206,6.998912932924691,0.013655275764753746,Other Types
Osteosarcoma,"Platelet Activation, Signaling And Aggregation R-HSA-76002",8.656671782211118,0.00676855821978145,Other Types
Osteosarcoma,Mitotic G1 Phase And G1/S Transition R-HSA-453279,6.300459255073534,0.018627661371400293,Other Types
Osteosarcoma,Cyclin E Associated Events During G1/S Transition R-HSA-69202,7.165809273267894,0.012696301016142218,Other Types
Osteosarcoma,Mitochondrial Translation R-HSA-5368287,5.168383048161507,0.03149821266396956,Osteosarcoma
Osteosarcoma,Muscle Contraction R-HSA-397014,5.723647974317205,0.024255763876590935,Other Types
Osteosarcoma,Death Receptor Signaling R-HSA-73887,4.746125100979706,0.03861987063433182,Other Types
Osteosarcoma,MET Promotes Cell Motility R-HSA-8875878,4.659934684512724,0.040284217546784885,Other Types
Osteosarcoma,Platelet Aggregation (Plug Formation) R-HSA-76009,8.335099878366089,0.0077281886270300915,Other Types
Osteosarcoma,Integrin Signaling R-HSA-354192,8.335099878366089,0.0077281886270300915,Other Types
Osteosarcoma,EPHB-mediated Forward Signaling R-HSA-3928662,7.873439608379469,0.00937560784352332,Other Types
Osteosarcoma,Downstream Signal Transduction R-HSA-186763,5.939536739576974,0.02195502784412334,Other Types
Osteosarcoma,Mitochondrial Translation Termination R-HSA-5419276,8.955097371667353,0.005993452795850503,Osteosarcoma
Osteosarcoma,Signaling By PDGF R-HSA-186797,5.01575120367911,0.033888430165578846,Other Types
Osteosarcoma,RHO GTPase Effectors R-HSA-195258,6.86154300905859,0.014504361409731402,Other Types
Osteosarcoma,Nucleotide Biosynthesis R-HSA-8956320,4.779955240274931,0.03798767860916268,Osteosarcoma
Osteosarcoma,Mitochondrial Translation Initiation R-HSA-5368286,9.151270540635311,0.005536953216016149,Osteosarcoma
Osteosarcoma,Metabolism Of Vitamins And Cofactors R-HSA-196854,10.505201779555852,0.0032525632391540637,Osteosarcoma
Osteosarcoma,Mitochondrial Translation Elongation R-HSA-5389840,4.905622886961194,0.03573825799304756,Osteosarcoma
Osteosarcoma,p130Cas Linkage To MAPK Signaling For Integrins R-HSA-372708,5.334037838822221,0.02911369156980655,Other Types
Osteosarcoma,Signaling To ERKs R-HSA-187687,4.634387421967532,0.04079280014943262,Other Types
Osteosarcoma,Smooth Muscle Contraction R-HSA-445355,4.296911549851678,0.048230720409707335,Other Types
Osteosarcoma,Glyoxylate Metabolism And Glycine Degradation R-HSA-389661,5.773475988960849,0.02370202167059935,Osteosarcoma
Osteosarcoma,Metabolism R-HSA-1430728,12.203998393690712,0.001724787693261674,Osteosarcoma
Osteosarcoma,rRNA Modification In Mitochondrion R-HSA-6793080,4.68639115070135,0.03976498077456488,Osteosarcoma
Osteosarcoma,Prolonged ERK Activation Events R-HSA-169893,5.675908271843008,0.02479973917585395,Other Types
Osteosarcoma,Post-translational Modification: Synthesis Of GPI-anchored Proteins R-HSA-163125,6.169303747097159,0.019767730838671376,Other Types
Osteosarcoma,Purine Ribonucleoside Monophosphate Biosynthesis R-HSA-73817,10.437806218422073,0.003337901369350127,Osteosarcoma
Osteosarcoma,Citric Acid Cycle (TCA Cycle) R-HSA-71403,8.219623438607842,0.008108270717734229,Osteosarcoma
Osteosarcoma,Metabolism Of Water-Soluble Vitamins And Cofactors R-HSA-196849,7.048280458331182,0.013363587408845095,Osteosarcoma
Osteosarcoma,EGR2 And SOX10-mediated Initiation Of Schwann Cell Myelination R-HSA-9619665,12.022877659457139,0.0018424820183257236,Other Types
Osteosarcoma,Semaphorin Interactions R-HSA-373755,4.879219943274333,0.0361982693772088,Other Types
Osteosarcoma,YAP1- And WWTR1 (TAZ)-stimulated Gene Expression R-HSA-2032785,9.692528719324947,0.004462650339269805,Other Types
Osteosarcoma,MET Receptor Recycling R-HSA-8875656,4.648565478734952,0.040509671079219704,Other Types
Osteosarcoma,Gene And Protein Expression By JAK-STAT Signaling After Interleukin-12 Stimulation R-HSA-8950505,4.3072477449467845,0.04798153668655543,Other Types
Osteosarcoma,Signaling By ERBB2 R-HSA-1227986,5.274130204862087,0.029952106164354366,Other Types
Osteosarcoma,JNK (c-Jun Kinases) Phosphorylation And Activation Mediated By Activated Human TAK1 R-HSA-450321,4.900070861904484,0.03583444650420459,Other Types
Osteosarcoma,Kinesins R-HSA-983189,4.5299301465817265,0.04294819347861162,Other Types
Osteosarcoma,MET Activates PTK2 Signaling R-HSA-8874081,7.048539219933054,0.013362076643636912,Other Types
Osteosarcoma,Protein Ubiquitination R-HSA-8852135,5.873241556415636,0.022634811390227876,Other Types
Osteosarcoma,Cilium Assembly R-HSA-5617833,8.128248220142176,0.008423509779911284,Other Types
Osteosarcoma,Platelet Degranulation R-HSA-114608,5.3131057440940115,0.029403643959772754,Other Types
Osteosarcoma,SRP-dependent Cotranslational Protein Targeting To Membrane R-HSA-1799339,5.6598332780598115,0.024985931998132704,Other Types
Osteosarcoma,Interconversion Of Nucleotide Di- And Triphosphates R-HSA-499943,6.6350878018019595,0.01603351225783213,Osteosarcoma
Osteosarcoma,Apoptotic Factor-Mediated Response R-HSA-111471,5.880191556239788,0.022562467857267527,Osteosarcoma
Osteosarcoma,Elastic Fibre Formation R-HSA-1566948,4.3866035644193495,0.04611578001170827,Other Types
Osteosarcoma,VxPx Cargo-Targeting To Cilium R-HSA-5620916,4.636447676748982,0.04075152101754622,Other Types
Osteosarcoma,Cyclin A/B1/B2 Associated Events During G2/M Transition R-HSA-69273,4.75594675724654,0.038435131075435953,Other Types
Osteosarcoma,Vitamin B5 (Pantothenate) Metabolism R-HSA-199220,6.167449857781132,0.019784387205105638,Osteosarcoma
Osteosarcoma,Diseases Associated With N-glycosylation Of Proteins R-HSA-3781860,6.932957436937639,0.014055933725636509,Other Types
Osteosarcoma,Inhibition Of Replication Initiation Of Damaged DNA By RB1/E2F1 R-HSA-113501,9.543891197182987,0.004733023876871215,Other Types
Osteosarcoma,PINK1-PRKN Mediated Mitophagy R-HSA-5205685,5.489614794751847,0.027055320896166885,Osteosarcoma
Osteosarcoma,Transferrin Endocytosis And Recycling R-HSA-917977,5.4403580105078895,0.027689027483527216,Osteosarcoma
Osteosarcoma,SARS-CoV-1 Infection R-HSA-9678108,5.349923964085088,0.02889575172561979,Other Types
Osteosarcoma,CD209 (DC-SIGN) Signaling R-HSA-5621575,5.1314432811156445,0.032059015233717264,Other Types
Osteosarcoma,RHO GTPases Activate Formins R-HSA-5663220,5.80045752029132,0.023408014709327574,Other Types
Osteosarcoma,Centrosome Maturation R-HSA-380287,4.429720905480675,0.04513619296648888,Other Types
Osteosarcoma,Response To Elevated Platelet Cytosolic Ca2+ R-HSA-76005,5.075993605200384,0.03292176017402427,Other Types
Osteosarcoma,Mitochondrial Calcium Ion Transport R-HSA-8949215,4.781183259902055,0.037964948257539606,Osteosarcoma
Osteosarcoma,Synthesis Of Active Ubiquitin: Roles Of E1 And E2 Enzymes R-HSA-8866652,7.639183764983566,0.010355503892162414,Other Types
Osteosarcoma,RHO GTPases Activate PAKs R-HSA-5627123,7.190478543509467,0.012560930158845312,Other Types
Osteosarcoma,Signaling By TGFB Family Members R-HSA-9006936,4.87235359410007,0.03631897729225619,Other Types
Osteosarcoma,Regulation Of TP53 Expression And Degradation R-HSA-6806003,5.109781685798334,0.03239302388162433,Other Types
Osteosarcoma,Integrin Cell Surface Interactions R-HSA-216083,6.998101001183343,0.013660131100700707,Other Types
Osteosarcoma,NF-kB Is Activated And Signals Survival R-HSA-209560,4.360700890192222,0.046715698756766434,Other Types
Osteosarcoma,Regulation Of TP53 Degradation R-HSA-6804757,6.172031346806507,0.01974325266567207,Other Types
Osteosarcoma,DNA Replication Initiation R-HSA-68952,6.392136852873886,0.01787380644093896,Other Types
Osteosarcoma,Extracellular Matrix Organization R-HSA-1474244,4.449799951414897,0.04468797977965916,Other Types
Osteosarcoma,Neurotransmitter Receptors And Postsynaptic Signal Transmission R-HSA-112314,5.120234087094087,0.03223137411937197,Osteosarcoma
Osteosarcoma,Signaling By TGF-beta Receptor Complex R-HSA-170834,6.948492864125995,0.01396041254651279,Other Types
Osteosarcoma,Regulation Of IFNA/IFNB Signaling R-HSA-912694,5.617245340783485,0.025486734655051226,Other Types
Osteosarcoma,Loss Of Nlp From Mitotic Centrosomes R-HSA-380259,5.284798947948232,0.02980085676997534,Other Types
Osteosarcoma,Transcriptional Regulation By TP53 R-HSA-3700989,11.143137112677135,0.0025526905658624843,Osteosarcoma
Osteosarcoma,HATs Acetylate Histones R-HSA-3214847,4.656235622219041,0.040357416613959515,Osteosarcoma
Osteosarcoma,Signaling By ALK Fusions And Activated Point Mutants R-HSA-9725370,5.645009518753179,0.025159002863603428,Other Types
Osteosarcoma,Formation Of Senescence-Associated Heterochromatin Foci (SAHF) R-HSA-2559584,4.427343563343328,0.0451895932603802,Other Types
Osteosarcoma,Clathrin-mediated Endocytosis R-HSA-8856828,4.297711929518047,0.04821137322785306,Osteosarcoma
Osteosarcoma,Interleukin-7 Signaling R-HSA-1266695,7.687862152530484,0.010143006589652975,Osteosarcoma
Osteosarcoma,Transmission Across Chemical Synapses R-HSA-112315,6.06055610880541,0.02077145616045369,Osteosarcoma
Osteosarcoma,Anchoring Of Basal Body To Plasma Membrane R-HSA-5620912,5.714506312217185,0.024358899970348662,Other Types
Osteosarcoma,Neuronal System R-HSA-112316,7.516383672127561,0.010913544783418279,Osteosarcoma
Osteosarcoma,Heparan Sulfate/Heparin (HS-GAG) Metabolism R-HSA-1638091,5.998878650487065,0.021365619429335455,Other Types
Osteosarcoma,Transport Of Inorganic Cations/Anions And Amino Acids/Oligopeptides R-HSA-425393,4.357093586314926,0.04679993693880022,Osteosarcoma
Osteosarcoma,PTK6 Regulates Cell Cycle R-HSA-8849470,9.625820808590642,0.004581853155552771,Other Types
Osteosarcoma,RUNX2 Regulates Osteoblast Differentiation R-HSA-8940973,7.6462898629703675,0.01032418188783404,Other Types
Osteosarcoma,Downregulation Of SMAD2/3:SMAD4 Transcriptional Activity R-HSA-2173795,5.507452800806179,0.026829803319162807,Other Types
Osteosarcoma,Activation Of PUMA And Translocation To Mitochondria R-HSA-139915,6.608215691765527,0.01622642776627961,Other Types
Osteosarcoma,RUNX2 Regulates Bone Development R-HSA-8941326,6.307503001892168,0.01856851674864235,Other Types
Osteosarcoma,SLC-mediated Transmembrane Transport R-HSA-425407,4.892577021066061,0.03596473413076065,Osteosarcoma
Osteosarcoma,Post-chaperonin Tubulin Folding Pathway R-HSA-389977,6.800506999299931,0.014900088696897063,Other Types
Osteosarcoma,Sulfur Amino Acid Metabolism R-HSA-1614635,5.5414209924104325,0.026406091103179475,Osteosarcoma
Osteosarcoma,ERCC6 (CSB) And EHMT2 (G9a) Positively Regulate rRNA Expression R-HSA-427389,4.985027407306753,0.03439355338927271,Osteosarcoma
Osteosarcoma,Attenuation Phase R-HSA-3371568,5.236056859110813,0.03049884948492803,Osteosarcoma
Osteosarcoma,Glycosaminoglycan Metabolism R-HSA-1630316,6.1639547840660756,0.019815830966240913,Other Types
Osteosarcoma,Intrinsic Pathway For Apoptosis R-HSA-109606,8.423726454256082,0.007449682297901381,Osteosarcoma
Osteosarcoma,Unattached Kinetochores Signal Amplification Via A MAD2 Inhibitory Signal R-HSA-141444,5.067490049505625,0.03305633449384662,Other Types
Osteosarcoma,EML4 And NUDC In Mitotic Spindle Formation R-HSA-9648025,5.067489953379706,0.0330563360185529,Other Types
Osteosarcoma,Downregulation Of ERBB2 Signaling R-HSA-8863795,4.302647252013304,0.04809226615683982,Other Types
Osteosarcoma,Intra-Golgi Traffic R-HSA-6811438,4.268517771706371,0.048922733590796526,Other Types
Osteosarcoma,SUMOylation Of Intracellular Receptors R-HSA-4090294,5.399882820984099,0.028222071265971756,Osteosarcoma
Osteosarcoma,Cyclin D Associated Events In G1 R-HSA-69231,6.867039315623591,0.014469296640612712,Other Types
Osteosarcoma,Trafficking Of GluR2-containing AMPA Receptors R-HSA-416993,6.6566897471462685,0.01588025917255336,Osteosarcoma
Osteosarcoma,Recycling Pathway Of L1 R-HSA-437239,6.562494754411775,0.0165605517926372,Osteosarcoma
Osteosarcoma,Potential Therapeutics For SARS R-HSA-9679191,4.343910818044879,0.047109232734527134,Osteosarcoma
Osteosarcoma,Iron Uptake And Transport R-HSA-917937,9.06548168039067,0.005731744158587552,Osteosarcoma
Osteosarcoma,SUMOylation Of Transcription Cofactors R-HSA-3899300,4.555056231220902,0.042418351424335525,Osteosarcoma
Osteosarcoma,EPH-ephrin Mediated Repulsion Of Cells R-HSA-3928665,11.23598632123359,0.0024652745894002096,Osteosarcoma
Osteosarcoma,SHC-mediated cascade:FGFR4 R-HSA-5654719,5.124395297697755,0.03216726917343569,Other Types
Osteosarcoma,SHC-mediated cascade:FGFR2 R-HSA-5654699,5.124395297697755,0.03216726917343569,Other Types
Osteosarcoma,SHC-mediated cascade:FGFR3 R-HSA-5654704,5.124395297697755,0.03216726917343569,Other Types
Osteosarcoma,Epigenetic Regulation Of Gene Expression R-HSA-212165,4.67377049701995,0.040011737377648376,Osteosarcoma
Osteosarcoma,Inositol Phosphate Metabolism R-HSA-1483249,10.85765770134321,0.002843245763902917,Osteosarcoma
Osteosarcoma,Pausing And Recovery Of Tat-mediated HIV Elongation R-HSA-167238,4.450858095859917,0.04466449792339109,Osteosarcoma
Osteosarcoma,SHC1 Events In ERBB2 Signaling R-HSA-1250196,4.698094370839874,0.039537677904145065,Other Types
Osteosarcoma,Aggrephagy R-HSA-9646399,4.743874009568118,0.0386623516436194,Other Types
Osteosarcoma,Metal Ion SLC Transporters R-HSA-425410,4.882247183332669,0.036145193517712296,Other Types
Osteosarcoma,"WNT5A-dependent Internalization Of FZD2, FZD5 And ROR2 R-HSA-5140745",7.305027747584238,0.011952748341288727,Osteosarcoma
Osteosarcoma,WNT5A-dependent Internalization Of FZD4 R-HSA-5099900,7.305027573900966,0.011952749238593888,Osteosarcoma
Osteosarcoma,Retrograde Neurotrophin Signaling R-HSA-177504,5.197249568616466,0.031067552613599864,Osteosarcoma
Osteosarcoma,TP53 Regulates Transcription Of Genes Involved In G1 Cell Cycle Arrest R-HSA-6804116,8.130332876835983,0.008416170294629858,Other Types
Osteosarcoma,Plasma Lipoprotein Clearance R-HSA-8964043,7.3383842507288835,0.0117817715667337,Osteosarcoma
Osteosarcoma,"Plasma Lipoprotein Assembly, Remodeling, And Clearance R-HSA-174824",10.501194798180666,0.0032575700892857264,Osteosarcoma
Osteosarcoma,Nef Mediated CD4 Down-regulation R-HSA-167590,7.405533479957573,0.01144565341764246,Osteosarcoma
Osteosarcoma,Nef Mediated CD8 Down-regulation R-HSA-182218,7.405533479957573,0.01144565341764246,Osteosarcoma
Osteosarcoma,Signaling By FLT3 ITD And TKD Mutants R-HSA-9703648,4.960873570679565,0.03479654224106387,Other Types
Osteosarcoma,Signaling By FLT3 Fusion Proteins R-HSA-9703465,6.610120348563294,0.01621267048759538,Other Types
Osteosarcoma,Regulation Of Gene Expression In Beta Cells R-HSA-210745,4.644584779895662,0.04058894165789354,Osteosarcoma
Osteosarcoma,STAT5 Activation Downstream Of FLT3 ITD Mutants R-HSA-9702518,5.226733877853488,0.03063441154796557,Other Types
Osteosarcoma,"Glutamate Binding, Activation Of AMPA Receptors And Synaptic Plasticity R-HSA-399721",5.6866220621892385,0.02467649607042658,Osteosarcoma
Osteosarcoma,Metalloprotease DUBs R-HSA-5689901,5.204657725561429,0.030958086889681827,Other Types
Osteosarcoma,LDL Clearance R-HSA-8964038,7.397777688194999,0.011483933198143689,Osteosarcoma
Osteosarcoma,VLDLR Internalisation And Degradation R-HSA-8866427,7.49611196510715,0.01100879320754365,Osteosarcoma
Osteosarcoma,Metabolism Of Steroids R-HSA-8957322,6.534180563931093,0.016771258752204612,Osteosarcoma
Osteosarcoma,Cargo Recognition For Clathrin-Mediated Endocytosis R-HSA-8856825,7.235208915665231,0.012319494295372038,Osteosarcoma
Osteosarcoma,Cholesterol Biosynthesis R-HSA-191273,4.869808356485211,0.0363638354342088,Osteosarcoma
Lung Neuroendocrine Tumor,"Respiratory Electron Transport, ATP Synthesis By Chemiosmotic Coupling, Heat Production By Uncoupling Proteins R-HSA-163200",5.917975110004706,0.031576997084113066,Other Types
Lung Neuroendocrine Tumor,Cristae Formation R-HSA-8949613,8.299041385747719,0.013809921409253266,Other Types
Lung Neuroendocrine Tumor,Intra-Golgi And Retrograde Golgi-to-ER Traffic R-HSA-6811442,7.387740523773171,0.018675438684161504,Lung Neuroendocrine Tumor
Lung Neuroendocrine Tumor,Asparagine N-linked Glycosylation R-HSA-446203,5.181999051996087,0.04195023120557894,Lung Neuroendocrine Tumor
Lung Neuroendocrine Tumor,Cytoprotection By HMOX1 R-HSA-9707564,7.438484404875504,0.018356046491582362,Other Types
Lung Neuroendocrine Tumor,Transcriptional Activation Of Mitochondrial Biogenesis R-HSA-2151201,4.863844215531068,0.04767148627599799,Other Types
Lung Neuroendocrine Tumor,TP53 Regulates Metabolic Genes R-HSA-5628897,13.837360435216388,0.0029276149620262324,Other Types
Lung Neuroendocrine Tumor,Signaling By MET R-HSA-6806834,4.987651488947101,0.04534029941179326,Lung Neuroendocrine Tumor
Lung Neuroendocrine Tumor,FCGR3A-mediated Phagocytosis R-HSA-9664422,12.432540134932996,0.004177194907777044,Lung Neuroendocrine Tumor
Lung Neuroendocrine Tumor,Mitochondrial Protein Import R-HSA-1268020,7.941800670547519,0.015513953432091705,Other Types
Lung Neuroendocrine Tumor,Metabolism Of Nucleotides R-HSA-15869,4.820042456040527,0.04853048592744353,Other Types
Lung Neuroendocrine Tumor,Signaling By Non-Receptor Tyrosine Kinases R-HSA-9006927,6.1094480066749135,0.02940019388316006,Lung Neuroendocrine Tumor
Lung Neuroendocrine Tumor,"Platelet Activation, Signaling And Aggregation R-HSA-76002",4.9504753156649715,0.046025643886862734,Lung Neuroendocrine Tumor
Lung Neuroendocrine Tumor,Regulation Of Actin Dynamics For Phagocytic Cup Formation R-HSA-2029482,12.37846653240254,0.004236632893878984,Lung Neuroendocrine Tumor
Lung Neuroendocrine Tumor,RAC3 GTPase Cycle R-HSA-9013423,7.138634070515834,0.02034212859768248,Lung Neuroendocrine Tumor
Lung Neuroendocrine Tumor,EPH-Ephrin Signaling R-HSA-2682334,11.333282694753645,0.005606441848261618,Lung Neuroendocrine Tumor
Lung Neuroendocrine Tumor,Mitochondrial Translation R-HSA-5368287,9.882799100917646,0.008473614695522545,Other Types
Lung Neuroendocrine Tumor,Processing Of Capped Intron-Containing Pre-mRNA R-HSA-72203,6.837165497327788,0.022600771709830967,Other Types
Lung Neuroendocrine Tumor,RHO GTPases Activate WASPs And WAVEs R-HSA-5663213,32.96782045274527,9.282671675626604e-05,Lung Neuroendocrine Tumor
Lung Neuroendocrine Tumor,Transport Of Small Molecules R-HSA-382551,5.329391076624667,0.03958021184261539,Other Types
Lung Neuroendocrine Tumor,Platelet Aggregation (Plug Formation) R-HSA-76009,5.981764136715789,0.030831129482489807,Lung Neuroendocrine Tumor
Lung Neuroendocrine Tumor,Integrin Signaling R-HSA-354192,5.981764136715789,0.030831129482489807,Lung Neuroendocrine Tumor
Lung Neuroendocrine Tumor,EPHB-mediated Forward Signaling R-HSA-3928662,11.463413284260064,0.005410177262410986,Lung Neuroendocrine Tumor
Lung Neuroendocrine Tumor,Protein Localization R-HSA-9609507,18.090155657120476,0.0011208291494343601,Other Types
Lung Neuroendocrine Tumor,Mitochondrial Translation Termination R-HSA-5419276,25.547445015526964,0.00028241613764876946,Other Types
Lung Neuroendocrine Tumor,Nucleotide Biosynthesis R-HSA-8956320,7.09325889907421,0.02066437439013144,Other Types
Lung Neuroendocrine Tumor,Mitochondrial Translation Initiation R-HSA-5368286,11.117753541832325,0.005950221628788395,Other Types
Lung Neuroendocrine Tumor,Pyruvate Metabolism And Citric Acid (TCA) Cycle R-HSA-71406,5.163247561719148,0.04226377241264571,Other Types
Lung Neuroendocrine Tumor,Mitochondrial Translation Elongation R-HSA-5389840,7.752228374737364,0.01651873166815462,Other Types
Lung Neuroendocrine Tumor,p130Cas Linkage To MAPK Signaling For Integrins R-HSA-372708,7.980863195104576,0.015315987176382486,Lung Neuroendocrine Tumor
Lung Neuroendocrine Tumor,RHOJ GTPase Cycle R-HSA-9013409,5.55921964456543,0.03619584572596378,Lung Neuroendocrine Tumor
Lung Neuroendocrine Tumor,Cell Junction Organization R-HSA-446728,8.348927200405775,0.013589977370168064,Lung Neuroendocrine Tumor
Lung Neuroendocrine Tumor,XBP1(S) Activates Chaperone Genes R-HSA-381038,7.361481502939365,0.01884329884380941,Lung Neuroendocrine Tumor
Lung Neuroendocrine Tumor,IRE1alpha Activates Chaperones R-HSA-381070,7.361481502939365,0.01884329884380941,Lung Neuroendocrine Tumor
Lung Neuroendocrine Tumor,Metabolism R-HSA-1430728,12.195436383101208,0.0044453187898869945,Other Types
Lung Neuroendocrine Tumor,Heme Biosynthesis R-HSA-189451,12.759636507516365,0.00383781577880196,Other Types
Lung Neuroendocrine Tumor,Metabolism Of Porphyrins R-HSA-189445,12.759636069799162,0.0038378162108057144,Other Types
Lung Neuroendocrine Tumor,FCERI Mediated MAPK Activation R-HSA-2871796,10.475932916134589,0.007130744608177825,Lung Neuroendocrine Tumor
Lung Neuroendocrine Tumor,Drug ADME R-HSA-9748784,6.09046886262241,0.029607810048423992,Other Types
Lung Neuroendocrine Tumor,Prolonged ERK Activation Events R-HSA-169893,5.94259968439505,0.03128654997973442,Lung Neuroendocrine Tumor
Lung Neuroendocrine Tumor,Purine Ribonucleoside Monophosphate Biosynthesis R-HSA-73817,5.2474831758388785,0.04087689026483415,Other Types
Lung Neuroendocrine Tumor,Citric Acid Cycle (TCA Cycle) R-HSA-71403,8.949113933020282,0.011242750213053347,Other Types
Lung Neuroendocrine Tumor,EGR2 And SOX10-mediated Initiation Of Schwann Cell Myelination R-HSA-9619665,16.09448462652091,0.0017247186693309224,Lung Neuroendocrine Tumor
Lung Neuroendocrine Tumor,Ubiquinol Biosynthesis R-HSA-2142789,5.030480289033198,0.04456584761836725,Other Types
Lung Neuroendocrine Tumor,Metabolism Of Cofactors R-HSA-8978934,6.5723837990964755,0.024833414268199697,Other Types
Lung Neuroendocrine Tumor,Unfolded Protein Response (UPR) R-HSA-381119,8.572863253734758,0.012652187030398636,Lung Neuroendocrine Tumor
Lung Neuroendocrine Tumor,Frs2-mediated Activation R-HSA-170968,11.844095355487736,0.00488071559315696,Lung Neuroendocrine Tumor
Lung Neuroendocrine Tumor,YAP1- And WWTR1 (TAZ)-stimulated Gene Expression R-HSA-2032785,4.791098354824843,0.04910831115700456,Lung Neuroendocrine Tumor
Lung Neuroendocrine Tumor,Erythropoietin Activates RAS R-HSA-9027284,5.14048784290256,0.042648110638237396,Lung Neuroendocrine Tumor
Lung Neuroendocrine Tumor,JNK (c-Jun Kinases) Phosphorylation And Activation Mediated By Activated Human TAK1 R-HSA-450321,11.532277246798492,0.005309585504095608,Lung Neuroendocrine Tumor
Lung Neuroendocrine Tumor,Kinesins R-HSA-983189,9.615622463165057,0.009174528560440251,Lung Neuroendocrine Tumor
Lung Neuroendocrine Tumor,FGFR2 Mutant Receptor Activation R-HSA-1839126,6.109043544529783,0.029404600268500784,Other Types
Lung Neuroendocrine Tumor,FGFR2 Alternative Splicing R-HSA-6803529,6.650323315333653,0.02415008552092474,Other Types
Lung Neuroendocrine Tumor,Late Phase Of HIV Life Cycle R-HSA-162599,21.907951556783324,0.0005317254699360865,Other Types
Lung Neuroendocrine Tumor,Cilium Assembly R-HSA-5617833,14.93413139890943,0.002250323921320139,Lung Neuroendocrine Tumor
Lung Neuroendocrine Tumor,Cargo Trafficking To Periciliary Membrane R-HSA-5620920,10.38745268620457,0.0073142441219407935,Lung Neuroendocrine Tumor
Lung Neuroendocrine Tumor,SRP-dependent Cotranslational Protein Targeting To Membrane R-HSA-1799339,4.825756778697468,0.04841737462112631,Lung Neuroendocrine Tumor
Lung Neuroendocrine Tumor,Signaling By FGFR2 IIIa TM R-HSA-8851708,5.988507197185222,0.03075351695486414,Other Types
Lung Neuroendocrine Tumor,VxPx Cargo-Targeting To Cilium R-HSA-5620916,18.30080864049995,0.0010729034967031242,Lung Neuroendocrine Tumor
Lung Neuroendocrine Tumor,NCAM Signaling For Neurite Out-Growth R-HSA-375165,5.468024260926026,0.03749571316138489,Lung Neuroendocrine Tumor
Lung Neuroendocrine Tumor,Prefoldin Mediated Transfer Of Substrate To CCT/TriC R-HSA-389957,13.159214472841077,0.0034661679013108146,Lung Neuroendocrine Tumor
Lung Neuroendocrine Tumor,Cooperation Of Prefoldin And TriC/CCT In Actin And Tubulin Folding R-HSA-389958,6.0994375748880305,0.029509483121868314,Lung Neuroendocrine Tumor
Lung Neuroendocrine Tumor,Negative Regulation Of FGFR1 Signaling R-HSA-5654726,4.984698969860082,0.04539428009030859,Lung Neuroendocrine Tumor
Lung Neuroendocrine Tumor,HIV Life Cycle R-HSA-162587,11.719626906485962,0.005046841478394891,Other Types
Lung Neuroendocrine Tumor,Diseases Associated With N-glycosylation Of Proteins R-HSA-3781860,5.893751119992789,0.03186585750857569,Lung Neuroendocrine Tumor
Lung Neuroendocrine Tumor,Depolymerisation Of Nuclear Lamina R-HSA-4419969,12.90067809244499,0.0037015292825618635,Lung Neuroendocrine Tumor
